"ISONum","SH_LGR_ACSRHES1","SH_LGR_ACSRHES1_Year","SH_LGR_ACSRHES2","SH_LGR_ACSRHES2_Year","SH_LGR_ACSRHES3","SH_LGR_ACSRHES3_Year","SH_LGR_ACSRHES4","SH_LGR_ACSRHES4_Year","CollectData","ProviderDisc","HIVKnow_w_1524","HIVKnow_w_Year","HIVKnow_m_1524","HIVKnow_m_Year","knows_ltm_stm_w","knows_ltm_stm_w_Year","knows_ltm_stm_m","knows_ltm_stm_m_Year","fert_know_w","fert_know_w_Year","fert_know_m","fert_know_m_Year","DS_1524","DS_Year","HIV","HIV_Year","ASFR15","ASFR15_Year","SH_STA_MORT","SH_STA_MORT_Year","UpperSec_Both","UpperSec_Female","UpperSec_Male","UpperSec_Year","Res_Civil","Res_Civil_Year","SP_DYN_MRBF18","SP_DYN_MRBF18_Year","violence_w_1524","Violence_Year","Educ_GDP","Educ_GDP_Year","SE.SEC.ENRR","SE.SEC.ENRR_Year","gwp1_n_5","gwp1_n_5_Year","gwp2_n_5","gwp2_n_5_Year","SL_CPA_YEMP","SL_CPA_YEMP_Label","SL_CPA_YEMP_Year","account_t_d_5","account_t_d_5_Year","account_t_d_6","account_t_d_6_Year","SL_TLF_NEET_Both","SL_TLF_NEET_Year","BetterOff","BetterOff_Year","WorkPov","WorkPov_Year","YouthPolicy","YouthPolicy_Num","YouthPolicy_Year","Vote_National","Vote_National_Year","active_member","active_member_Year","Parliament30","Parliament30_Year","INFORM","INFORM_Year","pol_part","pol_part_Year","humanrights","humanrights_Year","Displacement","Displacement_Year","InterViolence","InterViolence_Year","SelfHarm","SelfHarm_Year"
50,,,"0",2019,"94",2019,"39",2019,"42.962962962962955","38.888888888888886",12.7,2014,14.4,2011,0.970877838014783,2007,0.938588220154479,1999,0.303886736941433,2017,,,,,,,82.96199064,"2015-2020",173,2017,"18.89613","17.47369","21.24764","2014",0.475,2019,"51.4",2019,48.3,2007,1.32632005214691,2019,74.3600769042969,2020,76.24655,2017,28.62033,2017,,,,47.92418,2017,53.21605,2017,"27.4",2017,0.887445887445887,2018,6.33,2019,"Yes",1,2021,0.754310344827586,2018,0.107758620689655,2018,0.29,2020,6,2021,0.103448275862069,2018,0.78125,2018,0.0000094241472324773,"2020",2.67124337614681,2019,4.34240713409224,2019
56,,,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,4.650983448,"2015-2020",5,2017,"86.18","85.75","86.55","2014",0.103,2019,,,,,6.37663984298706,2018,156.080612182617,2019,100,2017,99.13197,2017,"3","The country has operationalized a national strategy for youth employment",2020,97.382,2017,99.85422,2017,"9.3",2019,,,,,"Yes",1,2021,,,,,3.33,2020,1.7,2021,,,,,0,"2020",0.776551065451023,2019,6.64740004937168,2019
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32495999336243,2017,76.9523773193359,2015,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,3.33951689185252,2019,1.79617655247202,2019
64,,,,,,,,,"60.683760683760681","8.7301587301587311",,,,,,,,,,,,,,,,,20.184,"2015-2020",183,2017,"20.97946","17.91057","24.55607","2010",,,"25.8",2010,,,6.85084009170532,2018,90.0946807861328,2018,,,,,,,,30.7236,2014,45.98293,2014,,,,,1.44,2019,"Yes",1,2021,,,,,,,3.2,2021,,,,,0.00947774444376416,"2020",0.997013454892052,2019,3.13668535012743,2019
68,,,,,,,,,"38.46153846153846","64.957264957264954",22.4,2008,27.7,2008,0.829265584738698,2008,0.766387088348899,2008,0.334504104043504,2008,0.283117878477521,2008,39.9,2008,0.06,2019,64.9,"2015-2020",155,2017,"76.19","77.25","75.01","2018",0.127,2019,"19.7",2016,,,,,89.9807205200195,2019,91.27396,2017,80.96672,2017,,,,52.57478,2017,65.01072,2017,"10.2",2019,0.402040816326531,2017,6.56,2019,"Unclear",,2021,0.735470941883767,2017,0.266533066132265,2017,,,4.6,2021,0.204408817635271,2017,0.574898785425101,2017,0,"2020",5.61848420111309,2019,5.83558294004989,2019
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6419924,"2015-2020",10,2017,"93.06007","93.48602","92.69718","2012",0.171,2019,"3.5",2012,,,,,,,97.62865,2017,90.93406,2017,"0","The country has not developed any national strategy for youth employment or taken steps to develop or adopt one",2020,51.97435,2017,65.5535,2017,"21.2",2019,,,0.03,2019,"No",0,2021,,,,,0,2020,3.7,2021,,,,,0.000666745107267522,"2020",1.99847493748703,2019,5.71409646246005,2019
72,,,"93",2019,"94",2019,"80",2019,,,,,,,,,,,,,,,,,8.07,2019,46.061018496,"2015-2020",144,2017,,,,,0.524,2019,,,,,6.91437005996704,2019,,,85.30865,2017,54.73755,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,52.87129,2017,47.57234,2017,"33.2",2019,,,13.39,2019,"Yes",1,2021,,,,,0,2020,3.1,2021,,,,,0.0000529451629299147,"2020",17.1202155586238,2019,9.48629260491439,2019
76,,,,,,,,,,,,,,,0.924122930668008,1996,0.862271314539584,1996,0.259515989812155,1996,,,68.2,1996,,,59.1110016,"2015-2020",60,2017,"67.32","72.73","62.18","2018",0.239,2019,"26.2",2006,,,6.08851003646851,2018,103.952377319336,2019,91.24902,2017,84.11803,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,61.32789,2017,77.39125,2017,"23.5",2019,0.693677041437579,2018,1.9,2019,"Yes",1,2021,0.589919214133766,2018,0.0874022505489949,2018,,,4.9,2021,0.479970886645648,2018,0.440364388096202,2018,0.0000026292489131946,"2020",42.9226196802643,2019,4.33057343486527,2019
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.918790102005,2019,97.9726486206055,2020,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,10.271999888,"2015-2020",31,2017,,,,,,,,,,,4.42540979385376,2016,91.3609085083008,2020,,,,,,,,,,,,"20.1",2019,,,0,2019,"Yes",1,2021,,,,,,,1.7,2021,,,,,0,"2020",0.795730871594056,2019,2.77251488871481,2019
100,,,,,,,,,,,,,,,,,,,,,,,,,0.03,2019,39.860007168,"2015-2020",10,2017,"80.06","75.59","84.34","2014",0.201,2019,,,,,4.09102010726929,2017,92.3925933837891,2019,97.5831,2017,95.54021,2017,,,,69.60706,2017,90.13619,2017,"13.7",2019,,,,,"Yes",1,2021,,,,,2.51,2020,2.6,2021,,,,,0.000011987159354899,"2020",1.43899004605713,2019,5.23048806729675,2019
132,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2019,73.75899578,"2015-2020",58,2017,,,,,,,"18",2005,,,4.73345994949341,2019,88.9906921386719,2019,,,,,"2","The country has developed and adopted a national strategy for youth employment",2020,,,,,"28.0",2019,,,1.41,2019,"Yes",1,2021,,,,,0,2020,2.1,2021,,,,,0,"2020",13.964215821919,2019,5.19777802320204,2019
124,,,,,,,,,,,,,,,,,,,,,,,,,,,8.387012,"2015-2020",10,2017,"85.7","89.06","82.37","2010",0.235,2019,,,,,5.26205015182495,2011,114.333267211914,2019,95.91609,2017,97.32909,2017,,,,100,2017,99.72094,2017,"12.4",2019,0.572150140185644,2020,,,"No",0,2021,0.73337456155515,2020,0.310725619647713,2020,,,2.4,2021,0.752644019088602,2020,0.840259125341714,2020,0.00000297365300952801,"2020",1.70027392629983,2019,8.62809463298632,2019
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.21875,2020,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8639898,"2015-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,0.31,2019,41.052,"2015-2020",13,2017,"85.75","88.21","83.27","2017",0.166,2019,,,,,5.43316984176636,2018,103.665161132813,2019,96.13444,2017,92.63844,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,82.78803,2017,77.04895,2017,"16.5",2019,0.43747488192152,2018,0.04,2019,"Yes",1,2021,0.346501830229849,2018,0.0479238212311837,2018,8.39,2020,3.7,2021,0.224437656643592,2018,0.324191422328657,2018,0.0000033753269004103,"2020",4.88982157666593,2019,8.04550390871398,2019
156,,,"100",2019,,,"75",2019,,,,,,,,,,,,,,,,,,,7.6350144,"2015-2020",29,2017,"60.87","61.56","60.16","2014",,,,,,,3.54249000549316,2018,88.1734008789063,2010,96.20984,2017,93.03758,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,91.39502,2017,75.09117,2017,,,0.863891493181257,2018,0.37,2019,"No",0,2021,0.121713653705571,2013,0.047299760165391,2018,,,4.2,2021,0.1503328052852,2018,0.922264878997669,2018,0.00000248486010951855,"2020",0.704463710557534,2019,3.196721716682,2019
344,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704997092,"2015-2020",,,,,,,0.267,2019,,,,,4.4063401222229,2020,108.365440368652,2020,97.70015,2017,98.24835,2017,,,,94.74187,2017,96.44884,2017,,,0.834724170673149,2018,0,2019,,,2021,0.586219941469384,2018,0.101199547372131,2018,,,,,0.328747955927216,2018,0.738972652702555,2018,0,"2020",,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,2.380992,"2015-2020",,,,,,,,,,,,,3.06146001815796,2019,102.584426879883,2020,,,,,,,,,,,,,,0.867021276595745,2020,0,2019,,,2021,,,0.0851063829787234,2020,,,,,0.175531914893617,2020,0.840425531914894,2020,0,"2020",,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,3.841,"2015-2020",,,,,,,0.159,2019,,,,,,,,,,,,,,,,,,,,,,0.703004691226332,2019,0.05,2019,"Yes",1,2021,0.422132954213987,2019,0.0637279884065382,2019,,,,,0.236235343695214,2019,0.914482980517278,2019,,,0.941716242599416,2019,5.55233782452647,2019
174,,,,,,,,,,,19.1,2012,23.9,2012,0.805325715802957,2012,0.782698373200839,2012,0.426767550236644,2012,0.31146999983214,2012,25.5,2012,0.02,2019,65.35097805,"2015-2020",273,2017,"29.8208","32.6282","26.34469","2012",,,"31.6",2012,15.6,2012,2.5450599193573,2015,59.4688606262207,2018,,,,,"2","The country has developed and adopted a national strategy for youth employment",2020,16.18602,2011,34.08756,2011,"27.6",2014,,,20.23,2019,"No",0,2021,,,,,,,3.8,2021,,,,,0.0000872996473094249,"2020",6.90692222331236,2019,2.56069947378453,2019
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,,,,,"12.6",2019,,,,,,,2021,,,,,,,,,,,,,,,0.764224038295353,2019,10.6558638230942,2019
191,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2019,8.680996144,"2015-2020",8,2017,"94.69","93.58","95.73","2014",0.179,2019,,,,,3.90566992759705,2017,100.119430541992,2019,98.39379,2017,97.39641,2017,,,,71.50883,2017,89.0688,2017,"11.8",2019,,,,,"Yes",1,2021,,,,,0.66,2020,2.4,2021,,,,,0.000194328100256761,"2020",0.627868194978882,2019,5.31091260911769,2019
192,,,,,,,,,,,,,,,,,,,,,,,,,0.18,2019,51.59201074,"2015-2020",36,2017,"86.05416","86.43489","85.62669","2014",,,"29.4",2019,,,12.8373098373413,2010,99.9485321044922,2020,,,,,,,,,,,,,,,,0.29,2019,"No",0,2021,,,,,,,2.4,2021,,,,,0.000502825691148781,"2020",4.85960856182521,2019,4.210285632309,2019
531,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9420064,"2015-2020",,,,,,,,,,,,,4.93095016479492,2013,111.360877990723,2020,,,,,,,,,,,,"5.1",2018,,,,,,,2021,,,,,,,,,,,,,0,"2020",,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5820075,"2015-2020",6,2017,"92.78","97.56","88.1","2014",0.367,2019,,,,,5.75416994094849,2017,100.850433349609,2019,100,2017,93.21797,2017,,,,81.73047,2017,92.61844,2017,"13.7",2019,0.569067493030258,2019,,,"No",0,2021,0.513949736172807,2019,0.159936702433895,2019,1.79,2020,3,2021,0.372612681969322,2019,0.664435894987046,2019,0,"2020",0.856824825481947,2019,3.09823872807982,2019
180,,,"85",2019,,,"75",2019,"35.555555555555557","60",18.6,2013,24.9,2013,0.533119909796939,2013,0.413150315283102,2013,0.404805409935477,2013,0.301540055092694,2013,21.1,2013,0.34,2019,124.21994354,"2015-2020",473,2017,"25.51588","21.2893","30.43519","2013",0.207,2019,"29.1",2018,49.5,2013,1.45494997501373,2017,46.1657905578613,2015,50.34356,2017,26.43534,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,28.62973,2017,23.32088,2017,"21.4",2012,,,69.58,2019,"Yes",1,2021,,,,,,,7.7,2021,,,,,0.0108940536209853,"2020",3.55081603393437,2019,3.41028559725735,2019
262,,,,,,,,,,,,,,,,,,,,,,,,,0.13,2019,18.840992478,"2015-2020",248,2017,"20.7201","14.61999","27.56183","2006",,,"5.3",2012,,,3.62773990631104,2018,54.2722282409668,2020,,,,,,,,12.06458,2011,14.95194,2011,,,,,,,"Unclear",,2021,,,,,9.23,2020,5.2,2021,,,,,0.000224834886879948,"2020",7.36271593909702,2019,3.1770108406661,2019
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99812984466553,2020,101.582550048828,2020,,,,,,,,,,,,,,,,,,"Yes",1,2021,,,,,,,3,2021,,,,,,,12.208865993077,2019,2.86412425523476,2019
214,,,,,,,,,"32.539682539682538","43.650793650793652",44.6,2013,41,2013,0.968771594665242,2013,0.916208280519357,2002,0.0941111046889383,2013,0.0380174353920848,2002,67,2013,0.48,2019,94.2600048,"2015-2020",95,2017,"62.76","71.62","54.2","2018",0.112,2019,"35.9",2014,21.7,2013,4.04276990890503,2019,79.7734375,2020,83.40377,2017,74.86381,2017,"3","The country has operationalized a national strategy for youth employment",2020,53.81833,2017,63.00405,2017,"24.7",2019,,,0.25,2019,"Yes",1,2021,,,,,,,4.4,2021,,,,,0.000030140194964004,"2020",17.8970992897978,2019,3.64856331977643,2019
218,,,,,,,,,,,,,,,0.753187149413564,1987,,,0.210096889342172,1987,,,,,0.1,2019,79.2610088,"2015-2020",59,2017,"72.3","74.11","70.63","2018",0.151,2019,"22.2",2018,,,4.13413000106812,2020,100.560340881348,2020,80.30393,2017,65.2131,2017,"3","The country has operationalized a national strategy for youth employment",2020,47.67245,2017,58.19238,2017,"17.5",2019,0.318181818181818,2018,4.43,2019,"Yes",1,2021,0.960159362549801,2018,0.203187250996016,2018,5.84,2020,4.5,2021,0.203187250996016,2018,0.568548387096774,2018,0.0000187835756414591,"2020",9.52312452914476,2019,11.8802794333188,2019
226,,,,,"0",2019,"75",2019,,,,,,,,,,,,,,,,,5.45,2019,155.621979462,"2015-2020",301,2017,"5.43","2.59","8.4","2000",,,"29.5",2011,,,,,,,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,,,,,,,,,9.34,2019,"No",0,2021,,,,,,,3.6,2021,,,,,0,"2020",4.07400145890962,2019,3.04009872146371,2019
232,,,,,,,,,"17.948717948717949","23.931623931623928",12.8,2002,,,,,,,,,,,11.5,2002,0.15,2019,52.55298,"2015-2020",480,2017,,,,,,,"40.7",2010,,,,,47.6971092224121,2018,,,,,,,,,,,,,,,,55.75,2019,"No",0,2021,,,,,,,5.7,2021,,,,,0.110225513576838,"2020",10.12676123819,2019,4.63225421845786,2019
233,,,,,,,,,,,,,,,,,,,,,,,,,,,7.698003716,"2015-2020",9,2017,"82.74","87.21","78.57","2014",0.215,2019,,,,,5.23887014389038,2018,115.605117797852,2019,98.85793,2017,98.78365,2017,,,,95.06446,2017,99.09461,2017,"6.9",2019,,,,,"Yes",1,2021,0.658422834229651,2011,0.0370822558622328,2011,2.97,2020,0.8,2021,0.198816135264483,2011,0.7232705719371,2011,0.000060020406938359,"2020",1.76349750117691,2019,6.52855996584836,2019
748,,,,,,,,,"68.148148148148152","33.333333333333329",52.1,2006,52.3,2006,0.729329977113863,2006,0.637337350022026,2006,0.0854719185483349,2006,0.0663453851161343,2006,65,2006,9.19,2019,76.695020002,"2015-2020",437,2017,"32.30203","33.42032","31.09249","2014",,,"5.3",2014,,,5.34233999252319,2020,82.4122085571289,2016,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,27.584,2011,33.99638,2011,"35.5",2016,,,29.9,2019,"Yes",1,2021,,,,,,,3.9,2021,,,,,0.00010713584229604,"2020",21.1022932465514,2019,12.7236841258984,2019
231,,,,,,,,,"70.370370370370367","25.396825396825395",24.3,2016,39.1,2016,0.76390469724622,2016,0.706826216058021,2016,0.233978485397704,2016,0.120794081822713,2016,65.5,2016,0.22,2019,66.72697,"2015-2020",401,2017,"13.08728","13.72463","12.27052","2016",0.179,2019,"40.3",2016,18.7,2016,5.06867980957031,2018,34.9394683837891,2015,53.88805,2017,13.57355,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,34.21144,2017,38.28603,2017,"10.5",2013,0.608465608465608,2020,23,2019,"Yes",1,2021,0.3046875,2020,0.2421875,2020,,,6.9,2021,0.2421875,2020,0.58311345646438,2020,0.00125898523102951,"2020",5.08805917504785,2019,2.93822229716532,2019
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23338031768799,2017,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2019,49.352979676,"2015-2020",34,2017,"34.28399","36.93953","31.75039","2007",,,,,,,5.06788015365601,2019,89.8818893432617,2012,,,,,"2","The country has developed and adopted a national strategy for youth employment",2020,,,,,"20.1",2016,,,0.07,2019,"Yes",1,2021,,,,,0,2020,2.8,2021,,,,,0,"2020",3.58642331486874,2019,10.8867687555368,2019
250,,,,,,,,,,,,,,,,,,,,,,,,,,,4.726995508,"2015-2020",8,2017,"86.23","92.11","80.95","2014",0.053,2019,,,,,5.41316986083984,2018,104.292991638184,2019,89.85681,2017,95.61644,2017,,,,83.9907,2017,99.41339,2017,"10.6",2019,,,,,"Yes",1,2021,,,,,5.55,2020,2.3,2021,,,,,0,"2020",0.542567964193492,2019,4.45884460259476,2019
254,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3629984,"2015-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,0,"2020",,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,38.688,"2015-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
288,,,,,,,,,"76.19047619047619","35.714285714285715",19.9,2014,27.2,2014,0.815172116949197,2014,0.704790030656377,2014,0.298223208411133,2014,0.112060197575375,2014,39.5,2014,1,2019,66.611024352,"2015-2020",308,2017,"44.8475","41.21996","48.88628","2015",0.227,2019,"19.3",2018,47.1,2008,4.0041298866272,2018,77.6725769042969,2020,68.7184,2017,37.01122,2017,"3","The country has operationalized a national strategy for youth employment",2020,57.54218,2017,56.88706,2017,"30.5",2017,,,11.06,2019,"Yes",1,2021,0.566371348258207,2012,0.222239651306763,2012,,,4.4,2021,0.0722902653682696,2012,0.841990011043068,2012,0.000575914153159808,"2020",2.38553477797,2019,3.18266336013073,2019
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7124328613281,2020,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5601902008057,2018,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,5.66990127086661,2019,40.6305189492669,2019
308,,,,,,,,,,,,,,,,,,,,,,,,,,,29.177014344,"2015-2020",25,2017,,,,,,,,,,,3.55255007743835,2018,120.118339538574,2018,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,,,,,,,,,,,"Unclear",,2021,,,,,,,1.7,2021,,,,,0,"2020",6.3047532931377,2019,2.35568313342032,2019
312,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4669788,"2015-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,0,"2020",,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,31.712994936,"2015-2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,2.60011984808726,2019,20.5141062809289,2019
320,,,"85",2019,"100",2019,"65",2019,"37.962962962962962","59.259259259259252",22.2,2015,21.9,2015,0.89176565963733,2014,0.86468979320751,2014,0.171647015189719,2014,0.155184687566132,2014,55,2015,0.05,2019,70.92999531,"2015-2020",95,2017,"34.50681","32.93914","36.38529","2015",0.434,2019,"29.5",2015,14.6,2015,3.29972004890442,2020,50.4360389709473,2020,79.18623,2017,51.70501,2017,"3","The country has operationalized a national strategy for youth employment",2020,44.52623,2017,46.71544,2017,"27.3",2017,0.632829373650108,2020,6.34,2019,"Yes",1,2021,0.831533477321814,2020,0.19438444924406,2020,6.88,2020,5.7,2021,0.347732181425486,2020,0.433920704845815,2020,0.000185020150454437,"2020",36.9300368114685,2019,6.0989170558871,2019
324,,,"100",2019,,,"75",2019,"48.888888888888893","11.904761904761907",20.7,2018,24.5,2018,0.585130641467335,2018,0.416011755820194,2018,0.216297790818165,2018,0.123186348965358,2018,46.8,2018,0.72,2019,135.294018912,"2015-2020",576,2017,"20.1692","14.30463","28.11137","2016",0.444,2019,"46.5",2018,,,2.19947004318237,2020,39.3339691162109,2014,72.06044,2017,24.8318,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,24.646,2017,23.70927,2017,"6.2",2002,,,33.22,2019,"Unclear",,2021,,,,,,,5.2,2021,,,,,0.000429712373635429,"2020",6.65992356053508,2019,3.75098171212163,2019
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
340,,,"60",2019,"0",2019,"75",2019,"48.148148148148145","16.161616161616163",,,,,0.929629920956353,2011,0.873530142995922,2011,0.100826168216215,2011,0.10134180699681,2011,68.6,2011,0.08,2019,72.91201928,"2015-2020",65,2017,"37.8","42.94","32.5","2018",0.153,2019,"33.6",2012,21.9,2011,4.91284990310669,2019,58.7336616516113,2020,82.1596,2017,55.29922,2017,,,,42.98283,2017,52.86964,2017,"28.1",2019,,,14.58,2019,"Yes",1,2021,,,,,,,5.4,2021,,,,,0.0306438819230701,"2020",27.5033485531852,2019,1.41371515258009,2019
348,,,,,,,,,,,,,,,,,,,,,,,,,,,23.979005362,"2015-2020",12,2017,"85.69","83.59","87.83","2014",0.276,2019,,,,,4.62730979919434,2018,80.3214569091797,2019,95.88646,2017,94.0754,2017,"3","The country has operationalized a national strategy for youth employment",2020,70.75285,2017,87.54619,2017,"11.0",2019,,,,,"Yes",1,2021,,,,,1.01,2020,1.9,2021,,,,,0.000106210759835202,"2020",0.545067980259015,2019,4.83146628193687,2019
352,,,,,,,,,,,,,,,,,,,,,,,,,,,6.268986,"2015-2020",4,2017,"70.22","81.82","58.48","2014",0.174,2019,,,,,7.57405996322632,2018,115.444961547852,2019,,,,,,,,,,,,"4.7",2019,,,,,"No",0,2021,,,,,4.76,2020,1.2,2021,,,,,0,"2020",0.486542104737494,2019,4.41407906659417,2019
356,,,"100",2019,"0",2019,,,"46.913580246913583","32.222222222222221",21.7,2015,31.5,2015,0.850832658179125,2015,0.836562905003032,2015,0.122691343966808,2015,0.0783730478879795,2015,43.6,2015,,,13.176990812,"2015-2020",145,2017,"42.89057","39.58013","46.48053","2016",0.212,2019,"27.3",2016,20.6,2015,3.45097994804382,2016,75.4811935424805,2020,72.01177,2017,20.02047,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,76.19886,2017,85.08807,2017,"29.5",2019,,,10.35,2019,"Yes",1,2021,0.86374695863747,2012,0.223376623376623,2012,0.79,2020,5.4,2021,0.351973684210526,2012,0.705263157894737,2012,0.00000391285114113248,"2020",2.12845827429544,2019,12.8827778538137,2019
360,,,,,,,,,,,14.5,2017,10.3,2012,0.818263775472528,2017,0.664104347132439,2017,0.189507916608301,2017,0.144018517739694,2017,79.9,2017,,,47.37397829,"2015-2020",177,2017,"63.18861","62.74616","63.63916","2017",0.404,2019,"16.3",2017,,,2.84185004234314,2019,88.9101715087891,2018,86.094,2017,51.54098,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,50.87116,2017,49.74565,2017,"20.5",2019,0.75482885524974,2018,3.68,2019,"No",0,2021,0.726010597894321,2018,0.394386057325931,2018,3.83,2020,4.7,2021,0.232156148770714,2018,0.881472227002311,2018,0.000000180587357490841,"2020",1.07216170454744,2019,2.43163557073621,2019
364,,,"100",2019,"0",2019,"75",2019,,,,,,,,,,,,,,,,,0.04,2019,40.635,"2015-2020",16,2017,,,,,0.751,2019,"16.7",2010,,,3.66319990158081,2019,86.3114929199219,2017,89.32794,2017,81.45134,2017,,,,93.25024,2017,94.24102,2017,"32.1",2018,0.676470588235294,2020,0.15,2019,"No",0,2021,0.827838827838828,2020,0.307692307692308,2020,,,4.9,2021,0.267399267399267,2020,0.659259259259259,2020,0.00100166473254053,"2020",3.18367723374196,2019,4.94795150165196,2019
372,,,,,,,,,,,,,,,,,,,,,,,,,,,7.514995616,"2015-2020",5,2017,"94.36","95.77","93.01","2014",0.118,2019,,,,,3.38309001922607,2018,138.091217041016,2019,99.25554,2017,92.23167,2017,,,,91.3228,2017,97.82296,2017,"10.1",2019,,,,,"Yes",1,2021,,,,,3.75,2020,1.5,2021,,,,,0,"2020",0.554332371294305,2019,6.21084377989993,2019
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,9.60698576,"2015-2020",3,2017,"88.09","92.71","83.32","2012",0.384,2019,,,,,6.1648998260498,2018,104.973701477051,2019,99.44478,2017,92.23584,2017,,,,84.70958,2017,98.56166,2017,"14.7",2018,,,,,"No",0,2021,,,,,0,2020,2.7,2021,,,,,0.0000131148635517673,"2020",1.82283619390186,2019,3.01562056462757,2019
380,,,,,,,,,,,,,,,,,,,,,,,,,0.04,2019,5.2399872,"2015-2020",2,2017,"83.27","87.57","79.38","2014",0.089,2019,,,,,4.2557201385498,2018,101.188262939453,2019,98.79869,2017,98.55623,2017,"3","The country has operationalized a national strategy for youth employment",2020,83.52445,2017,96.49258,2017,"18.1",2019,,,,,"No",0,2021,,,,,6.83,2020,2.5,2021,,,,,0,"2020",0.504826211562296,2019,2.50388824120626,2019
388,,,,,,,,,"57.777777777777779","41.481481481481481",,,,,,,,,,,,,,,0.62,2019,52.75700034,"2015-2020",80,2017,"81.97865","83.13223","80.82492","2011",0.229,2019,"7.9",2011,,,5.40337991714478,2020,83.0343780517578,2020,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,83.64824,2014,78.17746,2014,,,,,0.41,2019,"Yes",1,2021,,,,,,,3.1,2021,,,,,0.0000180396005310858,"2020",10.290525597115,2019,1.6576423195358,2019
